"Arm","Method","ID","Description","merged_NES","meta_recovered","loso_survival","n_loso","n_leadingedge_in_meta","median_I2_leadingedge","median_signagree_leadingedge","verdict"
"deseq2","glm","GO:0001822","kidney development",-1.353,TRUE,6,6,98,0.476,0.667,"credible_discovery"
"deseq2","glm","GO:0050807","regulation of synapse organization",-1.346,TRUE,2,6,66,0.302,0.667,"fragile"
"deseq2","glm","GO:0007015","actin filament organization",1.343,FALSE,0,6,109,0.385,0.667,"artifact_candidate"
"deseq2","glm","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction",-1.34,TRUE,6,6,91,0.406,0.667,"credible_discovery"
"deseq2","glm","GO:0050767","regulation of neurogenesis",-1.329,FALSE,0,6,111,0.454,0.667,"artifact_candidate"
"deseq2","glm","GO:0009914","hormone transport",-1.309,FALSE,0,6,72,0.434,0.667,"artifact_candidate"
"ruvg","svm","GO:0034351","negative regulation of glial cell apoptotic process",2.139,FALSE,0,6,7,0.325,0.667,"artifact_candidate"
"ruvg","svm","GO:0001964","startle response",-2.018,FALSE,0,6,15,0.38,0.833,"artifact_candidate"
"ruvg","svm","GO:0042462","eye photoreceptor cell development",-1.978,FALSE,0,6,13,0.43,0.667,"artifact_candidate"
"ruvg","svm","GO:0070192","chromosome organization involved in meiotic cell cycle",1.975,FALSE,0,6,16,0.24,0.667,"artifact_candidate"
"ruvg","svm","GO:0034350","regulation of glial cell apoptotic process",1.97,FALSE,0,6,7,0.325,0.667,"artifact_candidate"
"ruvg","svm","GO:0060219","camera-type eye photoreceptor cell differentiation",-1.95,FALSE,0,6,13,0.345,0.667,"artifact_candidate"
"ruvg","svm","GO:0070664","negative regulation of leukocyte proliferation",-1.923,TRUE,6,6,33,0.419,0.833,"credible_discovery"
"ruvg","svm","GO:0097090","presynaptic membrane organization",-1.921,TRUE,5,6,5,0.126,0.667,"credible_discovery"
"ruvg","svm","GO:0045836","positive regulation of meiotic nuclear division",1.919,FALSE,0,6,8,0.199,0.584,"artifact_candidate"
"ruvg","svm","GO:0001754","eye photoreceptor cell differentiation",-1.905,FALSE,0,6,16,0.387,0.667,"artifact_candidate"
"ruvg","svm","GO:0001660","fever generation",-1.904,TRUE,6,6,7,0.44,0.833,"credible_discovery"
"ruvg","svm","GO:2000317","negative regulation of T-helper 17 type immune response",-1.901,TRUE,5,6,7,0.17,0.833,"credible_discovery"
"ruvg","svm","GO:0160257","complement activation, GZMK pathway",-1.901,TRUE,4,6,8,0.788,0.667,"fragile"
"ruvg","svm","GO:0034349","glial cell apoptotic process",1.897,FALSE,0,6,9,0.325,0.667,"artifact_candidate"
"ruvg","svm","GO:0030202","heparin proteoglycan metabolic process",-1.895,FALSE,0,6,11,0.334,0.667,"artifact_candidate"
"ruvg","svm","GO:0042670","retinal cone cell differentiation",-1.887,FALSE,0,6,7,0.564,0.667,"artifact_candidate"
"ruvg","svm","GO:0042276","error-prone translesion synthesis",1.886,FALSE,0,6,4,0.648,0.667,"artifact_candidate"
"ruvg","svm","GO:2000320","negative regulation of T-helper 17 cell differentiation",-1.873,TRUE,2,6,6,0.116,0.833,"fragile"
"ruvg","svm","GO:0032945","negative regulation of mononuclear cell proliferation",-1.852,TRUE,6,6,31,0.368,0.833,"credible_discovery"
"ruvg","svm","GO:0035865","cellular response to potassium ion",-1.852,FALSE,0,6,5,0.383,0.667,"artifact_candidate"
"ruvg","svm","GO:0007157","heterophilic cell-cell adhesion",-1.839,TRUE,6,6,14,0.433,0.667,"credible_discovery"
"ruvg","svm","GO:0097107","postsynaptic density assembly",-1.836,TRUE,2,6,9,0.213,0.833,"fragile"
"ruvg","svm","GO:0051446","positive regulation of meiotic cell cycle",1.834,FALSE,0,6,12,0.301,0.667,"artifact_candidate"
"ruvg","svm","GO:0042130","negative regulation of T cell proliferation",-1.827,TRUE,6,6,21,0.446,0.833,"credible_discovery"
"ruvg","svm","GO:0090049","regulation of cell migration involved in sprouting angiogenesis",-1.823,TRUE,3,6,10,0.593,0.833,"fragile"
"ruvg","svm","GO:0043518","negative regulation of DNA damage response, signal transduction by p53 class mediator",1.814,FALSE,0,6,7,0.289,0.667,"artifact_candidate"
"ruvg","svm","GO:0007063","regulation of sister chromatid cohesion",1.81,FALSE,0,6,8,0,0.584,"artifact_candidate"
"ruvg","svm","GO:0044070","regulation of monoatomic anion transport",-1.809,TRUE,0,6,12,0.533,0.667,"fragile"
"ruvg","svm","GO:0006646","phosphatidylethanolamine biosynthetic process",1.801,TRUE,6,6,3,0,0.667,"credible_discovery"
"ruvg","svm","GO:0035994","response to muscle stretch",1.797,FALSE,0,6,9,0.332,0.667,"artifact_candidate"
"ruvg","svm","GO:0042461","photoreceptor cell development",-1.794,FALSE,0,6,17,0.345,0.667,"artifact_candidate"
"ruvg","svm","GO:0051968","positive regulation of synaptic transmission, glutamatergic",-1.791,FALSE,0,6,10,0.33,0.916,"artifact_candidate"
"ruvg","svm","GO:0071625","vocalization behavior",-1.79,FALSE,0,6,10,0.14,0.667,"artifact_candidate"
"ruvg","svm","GO:0046629","gamma-delta T cell activation",-1.783,FALSE,0,6,10,0.488,0.667,"artifact_candidate"
"ruvg","svm","GO:0051965","positive regulation of synapse assembly",-1.781,FALSE,0,6,15,0.428,0.667,"artifact_candidate"
"ruvg","svm","GO:0097106","postsynaptic density organization",-1.778,FALSE,0,6,17,0.368,0.667,"artifact_candidate"
"ruvg","svm","GO:0002643","regulation of tolerance induction",-1.776,TRUE,6,6,7,0.556,0.833,"fragile"
"ruvg","svm","GO:0002710","negative regulation of T cell mediated immunity",-1.776,TRUE,3,6,11,0.528,0.833,"fragile"
"ruvg","svm","GO:0051963","regulation of synapse assembly",-1.774,FALSE,0,6,38,0.176,0.667,"artifact_candidate"
"ruvg","svm","GO:0006516","glycoprotein catabolic process",-1.773,TRUE,6,6,14,0.358,0.667,"credible_discovery"
"ruvg","svm","GO:0048013","ephrin receptor signaling pathway",-1.772,FALSE,0,6,11,0.139,0.667,"artifact_candidate"
"ruvg","svm","GO:1902931","negative regulation of alcohol biosynthetic process",-1.771,TRUE,2,6,7,0.653,0.667,"fragile"
"ruvg","svm","GO:0015838","amino-acid betaine transport",-1.77,FALSE,0,6,6,0.676,0.667,"artifact_candidate"
"ruvg","svm","GO:0042451","purine nucleoside biosynthetic process",1.767,FALSE,0,6,7,0.205,0.5,"artifact_candidate"
"ruvg","svm","GO:0098698","postsynaptic specialization assembly",-1.764,FALSE,0,6,12,0.132,0.833,"artifact_candidate"
"ruvg","svm","GO:0099550","trans-synaptic signaling, modulating synaptic transmission",-1.76,TRUE,6,6,8,0.342,0.833,"credible_discovery"
"ruvg","svm","GO:0071578","zinc ion import across plasma membrane",-1.76,FALSE,0,6,9,0.555,0.667,"artifact_candidate"
"ruvg","svm","GO:0032365","intracellular lipid transport",-1.756,FALSE,0,6,17,0.544,0.667,"artifact_candidate"
"ruvg","svm","GO:1901797","negative regulation of signal transduction by p53 class mediator",1.751,FALSE,0,6,15,0.43,0.667,"artifact_candidate"
"ruvg","svm","GO:0099172","presynapse organization",-1.751,FALSE,0,6,21,0.213,0.667,"artifact_candidate"
"ruvg","svm","GO:0042492","gamma-delta T cell differentiation",-1.748,TRUE,2,6,9,0.468,0.667,"fragile"
"ruvg","svm","GO:1902751","positive regulation of cell cycle G2/M phase transition",1.747,FALSE,0,6,10,0.448,0.584,"artifact_candidate"
"ruvg","svm","GO:0007342","fusion of sperm to egg plasma membrane involved in single fertilization",1.743,FALSE,0,6,4,0.465,0.667,"artifact_candidate"
"ruvg","svm","GO:0030210","heparin proteoglycan biosynthetic process",-1.74,FALSE,0,6,7,0.334,0.667,"artifact_candidate"
"ruvg","svm","GO:0099558","maintenance of synapse structure",-1.727,FALSE,0,6,13,0.264,0.833,"artifact_candidate"
"ruvg","svm","GO:0032366","intracellular sterol transport",-1.726,FALSE,0,6,13,0.678,0.667,"artifact_candidate"
"ruvg","svm","GO:0032367","intracellular cholesterol transport",-1.726,FALSE,0,6,13,0.678,0.667,"artifact_candidate"
"ruvg","svm","GO:0021979","hypothalamus cell differentiation",-1.721,TRUE,1,6,3,0.29,0.833,"fragile"
"ruvg","svm","GO:0055081","monoatomic anion homeostasis",-1.72,TRUE,3,6,4,0.276,0.667,"fragile"
"ruvg","svm","GO:0072337","modified amino acid transport",-1.715,TRUE,4,6,16,0.676,0.667,"fragile"
"ruvg","svm","GO:0043373","CD4-positive, alpha-beta T cell lineage commitment",-1.714,TRUE,2,6,10,0.54,0.75,"fragile"
"ruvg","svm","GO:0006699","bile acid biosynthetic process",-1.71,FALSE,0,6,15,0.697,0.667,"artifact_candidate"
"ruvg","svm","GO:0006303","double-strand break repair via nonhomologous end joining",1.708,TRUE,6,6,22,0.397,0.667,"credible_discovery"
"ruvg","svm","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway",-1.707,TRUE,6,6,31,0.169,0.833,"credible_discovery"
"ruvg","svm","GO:0006835","dicarboxylic acid transport",-1.707,TRUE,6,6,41,0.591,0.667,"fragile"
"ruvg","svm","GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation",-1.702,TRUE,6,6,11,0,0.833,"credible_discovery"
"ruvg","svm","GO:0099054","presynapse assembly",-1.699,FALSE,0,6,15,0.311,0.667,"artifact_candidate"
"ruvg","svm","GO:0007632","visual behavior",-1.699,FALSE,0,6,25,0.466,0.667,"artifact_candidate"
"ruvg","svm","GO:0060586","multicellular organismal-level iron ion homeostasis",-1.695,FALSE,0,6,17,0.478,0.667,"artifact_candidate"
"ruvg","svm","GO:0098815","modulation of excitatory postsynaptic potential",-1.694,FALSE,0,6,15,0.39,0.833,"artifact_candidate"
"ruvg","svm","GO:0032228","regulation of synaptic transmission, GABAergic",-1.693,FALSE,0,6,11,0.142,0.833,"artifact_candidate"
"ruvg","svm","GO:0032835","glomerulus development",-1.691,TRUE,6,6,26,0.503,0.75,"fragile"
"ruvg","svm","GO:0099565","chemical synaptic transmission, postsynaptic",-1.684,FALSE,0,6,27,0.39,0.667,"artifact_candidate"
"ruvg","svm","GO:0050954","sensory perception of mechanical stimulus",-1.68,TRUE,2,6,47,0.138,0.667,"fragile"
"ruvg","svm","GO:0031638","zymogen activation",-1.679,FALSE,0,6,28,0.628,0.667,"artifact_candidate"
"ruvg","svm","GO:0097696","cell surface receptor signaling pathway via STAT",-1.674,TRUE,6,6,38,0.333,0.833,"credible_discovery"
"ruvg","svm","GO:0046530","photoreceptor cell differentiation",-1.672,FALSE,0,6,20,0.342,0.667,"artifact_candidate"
"ruvg","svm","GO:0030195","negative regulation of blood coagulation",-1.657,TRUE,6,6,25,0.55,0.667,"fragile"
"ruvg","svm","GO:1900047","negative regulation of hemostasis",-1.657,TRUE,6,6,25,0.55,0.667,"fragile"
"ruvg","svm","GO:2000243","positive regulation of reproductive process",1.653,FALSE,0,6,22,0.398,0.667,"artifact_candidate"
"ruvg","svm","GO:0097485","neuron projection guidance",-1.647,TRUE,6,6,79,0.261,0.667,"credible_discovery"
"ruvg","svm","GO:0042982","amyloid precursor protein metabolic process",-1.637,TRUE,5,6,32,0.399,0.667,"credible_discovery"
"ruvg","svm","GO:0007411","axon guidance",-1.636,TRUE,6,6,79,0.261,0.667,"credible_discovery"
"ruvg","svm","GO:0034204","lipid translocation",-1.629,TRUE,5,6,23,0.455,0.667,"credible_discovery"
"ruvg","svm","GO:0043542","endothelial cell migration",-1.626,TRUE,6,6,65,0.418,0.833,"credible_discovery"
"ruvg","svm","GO:0010721","negative regulation of cell development",-1.625,TRUE,5,6,77,0.234,0.667,"credible_discovery"
"ruvg","svm","GO:0010594","regulation of endothelial cell migration",-1.622,TRUE,6,6,47,0.384,0.833,"credible_discovery"
"ruvg","svm","GO:0032370","positive regulation of lipid transport",-1.622,TRUE,5,6,28,0.527,0.667,"fragile"
"ruvg","svm","GO:1901890","positive regulation of cell junction assembly",-1.618,FALSE,0,6,31,0.431,0.667,"artifact_candidate"
"ruvg","svm","GO:0043535","regulation of blood vessel endothelial cell migration",-1.618,TRUE,6,6,27,0.234,0.833,"credible_discovery"
"ruvg","svm","GO:0015849","organic acid transport",-1.617,TRUE,6,6,100,0.562,0.667,"fragile"
"ruvg","svm","GO:0097035","regulation of membrane lipid distribution",-1.611,TRUE,5,6,24,0.456,0.667,"credible_discovery"
"ruvg","svm","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",-1.611,TRUE,6,6,63,0.488,0.667,"credible_discovery"
"ruvg","svm","GO:0015807","L-amino acid transport",-1.599,TRUE,5,6,23,0.617,0.667,"fragile"
"ruvg","svm","GO:0046942","carboxylic acid transport",-1.594,TRUE,6,6,100,0.562,0.667,"fragile"
"ruvg","svm","GO:0007259","cell surface receptor signaling pathway via JAK-STAT",-1.59,TRUE,6,6,31,0.387,0.833,"credible_discovery"
"ruvg","svm","GO:0030316","osteoclast differentiation",-1.59,TRUE,6,6,42,0.32,0.833,"credible_discovery"
"ruvg","svm","GO:0030510","regulation of BMP signaling pathway",-1.59,FALSE,0,6,30,0.374,0.833,"artifact_candidate"
"ruvg","svm","GO:0060291","long-term synaptic potentiation",-1.589,FALSE,0,6,26,0.128,0.667,"artifact_candidate"
"ruvg","svm","GO:0060840","artery development",-1.589,TRUE,6,6,46,0.121,0.667,"credible_discovery"
"ruvg","svm","GO:0009100","glycoprotein metabolic process",-1.584,TRUE,6,6,91,0.488,0.667,"credible_discovery"
"ruvg","svm","GO:1901888","regulation of cell junction assembly",-1.573,FALSE,0,6,62,0.389,0.667,"artifact_candidate"
"ruvg","svm","GO:0090288","negative regulation of cellular response to growth factor stimulus",-1.557,TRUE,4,6,30,0.024,0.833,"fragile"
"ruvg","svm","GO:0015748","organophosphate ester transport",-1.554,TRUE,5,6,67,0.511,0.667,"fragile"
"ruvg","svm","GO:0002040","sprouting angiogenesis",-1.545,TRUE,6,6,43,0.504,0.833,"fragile"
"ruvg","svm","GO:0008277","regulation of G protein-coupled receptor signaling pathway",-1.538,TRUE,4,6,37,0.262,0.667,"fragile"
"ruvg","svm","GO:2000241","regulation of reproductive process",1.537,FALSE,0,6,47,0.41,0.667,"artifact_candidate"
"ruvg","svm","GO:0050807","regulation of synapse organization",-1.527,TRUE,2,6,91,0.353,0.667,"fragile"
"ruvg","svm","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction",-1.526,TRUE,6,6,92,0.383,0.667,"credible_discovery"
"ruvg","svm","GO:0016485","protein processing",-1.524,TRUE,5,6,89,0.441,0.667,"credible_discovery"
"ruvg","svm","GO:0015698","inorganic anion transport",-1.519,FALSE,0,6,46,0.516,0.667,"artifact_candidate"
"ruvg","svm","GO:0050803","regulation of synapse structure or activity",-1.516,TRUE,2,6,91,0.353,0.667,"fragile"
"ruvg","svm","GO:0007269","neurotransmitter secretion",-1.514,FALSE,0,6,33,0.368,0.667,"artifact_candidate"
"ruvg","svm","GO:0099643","signal release from synapse",-1.514,FALSE,0,6,33,0.368,0.667,"artifact_candidate"
"ruvg","svm","GO:0010976","positive regulation of neuron projection development",-1.507,FALSE,0,6,66,0.252,0.667,"artifact_candidate"
"ruvg","svm","GO:0006836","neurotransmitter transport",-1.506,FALSE,0,6,41,0.472,0.667,"artifact_candidate"
"ruvg","svm","GO:0072006","nephron development",-1.505,TRUE,6,6,41,0.446,0.833,"credible_discovery"
"ruvg","svm","GO:1903034","regulation of response to wounding",-1.501,TRUE,6,6,67,0.464,0.667,"credible_discovery"
"ruvg","svm","GO:0045765","regulation of angiogenesis",-1.496,TRUE,6,6,88,0.395,0.833,"credible_discovery"
"ruvg","svm","GO:0015850","organic hydroxy compound transport",-1.495,TRUE,5,6,84,0.612,0.667,"fragile"
"ruvg","svm","GO:1901342","regulation of vasculature development",-1.49,TRUE,6,6,100,0.427,0.833,"credible_discovery"
"ruvg","svm","GO:1902749","regulation of cell cycle G2/M phase transition",1.484,FALSE,0,6,44,0.434,0.667,"artifact_candidate"
"ruvg","svm","GO:0045664","regulation of neuron differentiation",-1.48,FALSE,0,6,53,0.311,0.667,"artifact_candidate"
"ruvg","svm","GO:0006261","DNA-templated DNA replication",1.48,FALSE,0,6,33,0.507,0.667,"artifact_candidate"
"ruvg","svm","GO:0009101","glycoprotein biosynthetic process",-1.478,TRUE,6,6,101,0.478,0.667,"credible_discovery"
"ruvg","svm","GO:1901989","positive regulation of cell cycle phase transition",1.474,FALSE,0,6,24,0.468,0.667,"artifact_candidate"
"ruvg","svm","GO:0072001","renal system development",-1.471,TRUE,6,6,104,0.487,0.75,"credible_discovery"
"ruvg","svm","GO:0001822","kidney development",-1.47,TRUE,6,6,101,0.491,0.667,"credible_discovery"
"ruvg","svm","GO:0051962","positive regulation of nervous system development",-1.466,FALSE,0,6,88,0.423,0.667,"artifact_candidate"
"ruvg","svm","GO:0006869","lipid transport",-1.461,FALSE,0,6,126,0.549,0.667,"artifact_candidate"
"ruvg","svm","GO:0097305","response to alcohol",-1.456,TRUE,4,6,74,0.466,0.667,"fragile"
"ruvg","svm","GO:0031346","positive regulation of cell projection organization",-1.446,TRUE,2,6,121,0.325,0.667,"fragile"
"ruvg","svm","GO:0060560","developmental growth involved in morphogenesis",-1.431,FALSE,0,6,82,0.265,0.667,"artifact_candidate"
"ruvg","svm","GO:0045787","positive regulation of cell cycle",1.425,FALSE,0,6,109,0.445,0.667,"artifact_candidate"
"ruvg","svm","GO:0030336","negative regulation of cell migration",-1.406,TRUE,6,6,83,0.387,0.667,"credible_discovery"
"ruvg","svm","GO:0006260","DNA replication",1.397,TRUE,5,6,49,0.427,0.667,"credible_discovery"
"ruvg","svm","GO:0099173","postsynapse organization",-1.395,FALSE,0,6,59,0.344,0.667,"artifact_candidate"
"ruvg","svm","GO:0040013","negative regulation of locomotion",-1.364,TRUE,6,6,93,0.405,0.667,"credible_discovery"
"ruvg","svm","GO:0050767","regulation of neurogenesis",-1.356,FALSE,0,6,103,0.481,0.667,"artifact_candidate"
"ruvg","glm","GO:0034351","negative regulation of glial cell apoptotic process",2.162,FALSE,0,6,6,0.251,0.667,"artifact_candidate"
"ruvg","glm","GO:0060219","camera-type eye photoreceptor cell differentiation",-2.069,FALSE,0,6,13,0.345,0.667,"artifact_candidate"
"ruvg","glm","GO:0042670","retinal cone cell differentiation",-2.02,FALSE,0,6,7,0.564,0.667,"artifact_candidate"
"ruvg","glm","GO:0042462","eye photoreceptor cell development",-2.003,FALSE,0,6,12,0.497,0.667,"artifact_candidate"
"ruvg","glm","GO:0034350","regulation of glial cell apoptotic process",2.003,FALSE,0,6,6,0.251,0.667,"artifact_candidate"
"ruvg","glm","GO:0030202","heparin proteoglycan metabolic process",-1.962,FALSE,0,6,11,0.334,0.667,"artifact_candidate"
"ruvg","glm","GO:0160257","complement activation, GZMK pathway",-1.943,TRUE,4,6,7,0.797,0.667,"fragile"
"ruvg","glm","GO:0044070","regulation of monoatomic anion transport",-1.941,TRUE,0,6,12,0.442,0.667,"fragile"
"ruvg","glm","GO:0031000","response to caffeine",1.931,FALSE,0,6,7,0,0.667,"artifact_candidate"
"ruvg","glm","GO:0001754","eye photoreceptor cell differentiation",-1.93,FALSE,0,6,15,0.43,0.667,"artifact_candidate"
"ruvg","glm","GO:1902751","positive regulation of cell cycle G2/M phase transition",1.924,FALSE,0,6,10,0.468,0.5,"artifact_candidate"
"ruvg","glm","GO:2000320","negative regulation of T-helper 17 cell differentiation",-1.893,TRUE,2,6,6,0.116,0.833,"fragile"
"ruvg","glm","GO:0097107","postsynaptic density assembly",-1.886,TRUE,2,6,16,0.132,0.833,"fragile"
"ruvg","glm","GO:0034349","glial cell apoptotic process",1.884,FALSE,0,6,9,0.325,0.667,"artifact_candidate"
"ruvg","glm","GO:0046629","gamma-delta T cell activation",-1.871,FALSE,0,6,8,0.597,0.667,"artifact_candidate"
"ruvg","glm","GO:0021979","hypothalamus cell differentiation",-1.862,TRUE,1,6,3,0.29,0.833,"fragile"
"ruvg","glm","GO:0046549","retinal cone cell development",-1.862,FALSE,0,6,5,0.564,0.667,"artifact_candidate"
"ruvg","glm","GO:1902931","negative regulation of alcohol biosynthetic process",-1.859,TRUE,2,6,7,0.653,0.667,"fragile"
"ruvg","glm","GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation",-1.853,TRUE,6,6,13,0,0.833,"credible_discovery"
"ruvg","glm","GO:0032835","glomerulus development",-1.849,TRUE,6,6,25,0.509,0.833,"fragile"
"ruvg","glm","GO:0070243","regulation of thymocyte apoptotic process",1.846,FALSE,0,6,5,0.152,0.667,"artifact_candidate"
"ruvg","glm","GO:0045623","negative regulation of T-helper cell differentiation",-1.839,TRUE,6,6,8,0.254,0.833,"credible_discovery"
"ruvg","glm","GO:0006646","phosphatidylethanolamine biosynthetic process",1.836,TRUE,6,6,3,0,0.667,"credible_discovery"
"ruvg","glm","GO:0042492","gamma-delta T cell differentiation",-1.833,TRUE,2,6,10,0.488,0.667,"fragile"
"ruvg","glm","GO:0071578","zinc ion import across plasma membrane",-1.824,FALSE,0,6,11,0.555,0.667,"artifact_candidate"
"ruvg","glm","GO:0070664","negative regulation of leukocyte proliferation",-1.824,TRUE,6,6,37,0.419,0.833,"credible_discovery"
"ruvg","glm","GO:0099151","regulation of postsynaptic density assembly",-1.82,FALSE,0,6,11,0.095,0.833,"artifact_candidate"
"ruvg","glm","GO:0035723","interleukin-15-mediated signaling pathway",-1.82,TRUE,5,6,5,0.176,0.833,"credible_discovery"
"ruvg","glm","GO:0071350","cellular response to interleukin-15",-1.82,TRUE,5,6,5,0.176,0.833,"credible_discovery"
"ruvg","glm","GO:0045836","positive regulation of meiotic nuclear division",1.818,FALSE,0,6,8,0.199,0.584,"artifact_candidate"
"ruvg","glm","GO:0035771","interleukin-4-mediated signaling pathway",-1.816,FALSE,0,6,7,0.419,0.833,"artifact_candidate"
"ruvg","glm","GO:0097106","postsynaptic density organization",-1.813,FALSE,0,6,28,0.219,0.667,"artifact_candidate"
"ruvg","glm","GO:1901993","regulation of meiotic cell cycle phase transition",1.812,FALSE,0,6,7,0.533,0.667,"artifact_candidate"
"ruvg","glm","GO:0001660","fever generation",-1.811,TRUE,6,6,6,0.553,0.833,"fragile"
"ruvg","glm","GO:0055119","relaxation of cardiac muscle",1.811,FALSE,0,6,4,0.346,0.584,"artifact_candidate"
"ruvg","glm","GO:0002828","regulation of type 2 immune response",-1.81,TRUE,6,6,16,0.348,0.667,"credible_discovery"
"ruvg","glm","GO:0035994","response to muscle stretch",1.808,FALSE,0,6,6,0.476,0.75,"artifact_candidate"
"ruvg","glm","GO:0099054","presynapse assembly",-1.806,FALSE,0,6,19,0.311,0.667,"artifact_candidate"
"ruvg","glm","GO:0050857","positive regulation of antigen receptor-mediated signaling pathway",-1.804,TRUE,6,6,12,0.414,0.833,"credible_discovery"
"ruvg","glm","GO:1905165","regulation of lysosomal protein catabolic process",-1.803,FALSE,0,6,4,0.298,0.666,"artifact_candidate"
"ruvg","glm","GO:0001964","startle response",-1.801,FALSE,0,6,13,0.38,0.667,"artifact_candidate"
"ruvg","glm","GO:0002643","regulation of tolerance induction",-1.795,TRUE,6,6,9,0.446,0.833,"credible_discovery"
"ruvg","glm","GO:1905874","regulation of postsynaptic density organization",-1.795,FALSE,0,6,14,0.11,0.75,"artifact_candidate"
"ruvg","glm","GO:0099172","presynapse organization",-1.789,FALSE,0,6,25,0.213,0.667,"artifact_candidate"
"ruvg","glm","GO:0032365","intracellular lipid transport",-1.789,FALSE,0,6,18,0.487,0.667,"artifact_candidate"
"ruvg","glm","GO:1904350","regulation of protein catabolic process in the vacuole",-1.789,TRUE,3,6,5,0,0.833,"fragile"
"ruvg","glm","GO:0030210","heparin proteoglycan biosynthetic process",-1.784,FALSE,0,6,7,0.334,0.667,"artifact_candidate"
"ruvg","glm","GO:0090049","regulation of cell migration involved in sprouting angiogenesis",-1.784,TRUE,3,6,11,0.584,0.833,"fragile"
"ruvg","glm","GO:0042461","photoreceptor cell development",-1.782,FALSE,0,6,16,0.387,0.667,"artifact_candidate"
"ruvg","glm","GO:0006835","dicarboxylic acid transport",-1.782,TRUE,6,6,50,0.616,0.667,"fragile"
"ruvg","glm","GO:0060073","micturition",-1.78,FALSE,0,6,2,0.318,0.75,"artifact_candidate"
"ruvg","glm","GO:0046578","regulation of Ras protein signal transduction",-1.776,FALSE,0,6,17,0.406,0.667,"artifact_candidate"
"ruvg","glm","GO:0010971","positive regulation of G2/M transition of mitotic cell cycle",1.776,FALSE,0,6,9,0.469,0.5,"artifact_candidate"
"ruvg","glm","GO:0043371","negative regulation of CD4-positive, alpha-beta T cell differentiation",-1.774,TRUE,6,6,9,0.233,0.833,"credible_discovery"
"ruvg","glm","GO:0042573","retinoic acid metabolic process",1.773,FALSE,0,6,9,0.748,0.5,"artifact_candidate"
"ruvg","glm","GO:0015838","amino-acid betaine transport",-1.771,FALSE,0,6,8,0.676,0.667,"artifact_candidate"
"ruvg","glm","GO:0002710","negative regulation of T cell mediated immunity",-1.768,TRUE,3,6,12,0.479,0.75,"fragile"
"ruvg","glm","GO:0031638","zymogen activation",-1.765,FALSE,0,6,28,0.628,0.667,"artifact_candidate"
"ruvg","glm","GO:0032370","positive regulation of lipid transport",-1.764,TRUE,5,6,32,0.497,0.667,"credible_discovery"
"ruvg","glm","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation",-1.764,TRUE,6,6,18,0.335,0.833,"credible_discovery"
"ruvg","glm","GO:0045591","positive regulation of regulatory T cell differentiation",-1.763,FALSE,0,6,11,0.44,0.667,"artifact_candidate"
"ruvg","glm","GO:0071625","vocalization behavior",-1.762,FALSE,0,6,5,0.126,0.833,"artifact_candidate"
"ruvg","glm","GO:0032945","negative regulation of mononuclear cell proliferation",-1.761,TRUE,6,6,35,0.368,0.833,"credible_discovery"
"ruvg","glm","GO:0032366","intracellular sterol transport",-1.758,FALSE,0,6,14,0.487,0.667,"artifact_candidate"
"ruvg","glm","GO:0032367","intracellular cholesterol transport",-1.758,FALSE,0,6,14,0.487,0.667,"artifact_candidate"
"ruvg","glm","GO:0007632","visual behavior",-1.757,FALSE,0,6,24,0.473,0.667,"artifact_candidate"
"ruvg","glm","GO:0006516","glycoprotein catabolic process",-1.757,TRUE,6,6,17,0.342,0.667,"credible_discovery"
"ruvg","glm","GO:0015849","organic acid transport",-1.756,TRUE,6,6,118,0.601,0.667,"fragile"
"ruvg","glm","GO:0035865","cellular response to potassium ion",-1.749,FALSE,0,6,5,0.383,0.667,"artifact_candidate"
"ruvg","glm","GO:0090394","negative regulation of excitatory postsynaptic potential",-1.747,FALSE,0,6,5,0.55,0.833,"artifact_candidate"
"ruvg","glm","GO:0006271","DNA strand elongation involved in DNA replication",1.746,FALSE,0,6,10,0.56,0.5,"artifact_candidate"
"ruvg","glm","GO:0099174","regulation of presynapse organization",-1.744,FALSE,0,6,15,0.268,0.667,"artifact_candidate"
"ruvg","glm","GO:0072337","modified amino acid transport",-1.743,TRUE,4,6,16,0.649,0.667,"fragile"
"ruvg","glm","GO:0051956","negative regulation of amino acid transport",-1.741,TRUE,5,6,7,0.534,0.833,"fragile"
"ruvg","glm","GO:0042130","negative regulation of T cell proliferation",-1.738,TRUE,6,6,29,0.305,0.833,"credible_discovery"
"ruvg","glm","GO:0035589","G protein-coupled purinergic nucleotide receptor signaling pathway",-1.737,TRUE,6,6,8,0.328,0.833,"credible_discovery"
"ruvg","glm","GO:0097094","craniofacial suture morphogenesis",1.737,FALSE,0,6,3,0.374,0.667,"artifact_candidate"
"ruvg","glm","GO:0007157","heterophilic cell-cell adhesion",-1.736,TRUE,6,6,23,0.428,0.667,"credible_discovery"
"ruvg","glm","GO:2000317","negative regulation of T-helper 17 type immune response",-1.734,TRUE,5,6,6,0.116,0.833,"credible_discovery"
